Player,Nation,Squad,Pos,MP_Playing,Min_Playing,Gls,Ast,PK,Tkl_Tackles,TklW_Tackles,G_per_Sh_Standard,Cmp_percent_Total,Save_percent,CS_Percent,Save_percent_Penalty
Boyd Reith,NED,"[""Sparta R'dam""]",['DF'],13,870.0,0,0,0,28,21,0.0,79.04,0.0,0.0,0.0
Bradley Barcola,FRA,"['Paris S-G', 'Lyon']","['FW,MF', 'FW']",59,3425.0,12,15,0,68,35,0.17,75.4,0.0,0.0,0.0
Bradley Locko,FRA,"['Reims', 'Brest']",['DF'],61,4818.0,0,3,0,152,84,0.0,81.26,0.0,0.0,0.0
Bradley Paul Burrowes,ENG,['Aston Villa'],['DF'],1,17.0,0,0,0,0,0,0.0,37.5,0.0,0.0,0.0
Brahim Díaz,MAR,"['Real Madrid', 'Milan']","['MF,FW', 'FW,MF', 'FW']",69,3649.0,14,14,0,64,36,0.19,82.83,0.0,0.0,0.0
Braian Cufré,ARG,['Mallorca'],['DF'],5,220.0,0,0,0,5,2,0.0,82.61,0.0,0.0,0.0
Braian Romero,ARG,['Tijuana'],"['FW,MF']",16,772.0,1,0,0,13,8,0.06,68.47,0.0,0.0,0.0
Braian Samudio,PAR,['Necaxa'],"['MF,FW']",22,788.0,4,1,0,18,13,0.18,65.68,0.0,0.0,0.0
Brais Méndez,ESP,['Real Sociedad'],"['MF,FW', 'MF']",72,5129.0,14,11,0,103,64,0.11,76.29,0.0,0.0,0.0
Brajan Gruda,GER,"['Mainz 05', 'Brighton']","['MF,FW', 'MF']",36,1799.0,5,4,0,25,14,0.14,65.24,0.0,0.0,0.0
Bram Lagae,BEL,"['Gent', 'Kortrijk']",['DF'],21,1800.0,0,0,0,26,16,0.0,72.1,0.0,0.0,0.0
Bram Nuytinck,NED,"['Udinese', 'NEC Nijmegen', 'Sampdoria']",['DF'],81,5972.0,1,1,0,119,75,0.03,87.43,0.0,0.0,0.0
Bram van Driel,NED,['Volendam'],['MF'],8,236.0,0,0,0,8,7,0.0,68.0,0.0,0.0,0.0
Bram van Polen,NED,['Zwolle'],['DF'],31,2657.0,0,2,0,34,24,0.0,79.13,0.0,0.0,0.0
Branco van den Boomen,NED,"['Toulouse', 'Ajax']",['MF'],68,4591.0,7,9,4,104,51,0.09,77.85,0.0,0.0,0.0
Brandon Aguilera,CRC,"[""Nott'ham Forest"", 'Rio Ave']","['MF,FW', 'FW']",26,1383.0,3,1,0,35,22,0.13,72.21,0.0,0.0,0.0
Brandon Baiye,BEL,"['Clermont Foot', 'Eupen']",['MF'],43,2587.0,2,0,0,94,61,0.2,82.01,0.0,0.0,0.0
Brandon Mechele,BEL,['Club Brugge'],['DF'],90,7954.0,9,1,0,150,96,0.25,89.07,0.0,0.0,0.0
Brandon Soppy,FRA,"['Udinese', 'Torino', 'Atalanta']",['DF'],21,911.0,0,3,0,11,8,0.0,74.66,0.0,0.0,0.0
Brandon Vazquez,USA,['Monterrey'],"['FW,MF']",31,1302.0,9,1,1,7,3,0.23,70.04,0.0,0.0,0.0
Brau,ESP,['Granada'],['DF'],1,31.0,0,0,0,1,0,0.0,70.0,0.0,0.0,0.0
Brayan Angulo,COL,"['Puebla', 'Toluca']","['DF,MF', 'DF']",96,7637.0,3,13,0,198,121,0.05,81.21,0.0,0.0,0.0
Brayan Riascos,COL,['Marítimo'],"['FW,MF']",16,873.0,3,2,0,12,8,0.09,64.53,0.0,0.0,0.0
Brayann Pereira,FRA,"['Auxerre', 'NEC Nijmegen']",['DF'],48,3066.0,3,3,0,115,77,0.33,77.81,0.0,0.0,0.0
Braydon Manu,GHA,"['Zwolle', 'Darmstadt 98']","['FW,DF', 'MF']",6,233.0,0,0,0,2,0,0.0,69.81,0.0,0.0,0.0
Brayton Vázquez,MEX,['Querétaro'],"['DF,MF', 'DF']",7,333.0,0,0,0,3,2,0.0,71.33,0.0,0.0,0.0
Brecht Capon,BEL,['Oostende'],"['DF,MF']",21,1119.0,0,0,0,23,17,0.0,65.49,0.0,0.0,0.0
Brecht Dejaegere,BEL,"['Toulouse', 'Kortrijk']","['MF', 'MF,DF']",52,3166.0,5,2,0,86,51,0.12,73.06,0.0,0.0,0.0
Breel Embolo,SUI,"['Monaco', 'Rennes']",['FW'],40,2233.0,13,2,0,18,12,0.27,69.35,0.0,0.0,0.0
Brendan Chardonnet,FRA,['Brest'],['DF'],68,5892.0,1,1,0,107,63,0.03,82.16,0.0,0.0,0.0
Brenden Aaronson,USA,"['Union Berlin', 'Leeds United']","['MF,FW', 'FW']",72,3970.0,3,5,0,89,44,0.05,75.64,0.0,0.0,0.0
Brennan Johnson,WAL,"[""Nott'ham Forest"", 'Tottenham']","['FW,MF', 'FW']",79,5524.0,15,13,1,69,39,0.14,66.3,0.0,0.0,0.0
Brenner,BRA,['Udinese'],"['MF,FW']",8,189.0,0,0,0,8,7,0.0,87.04,0.0,0.0,0.0
Brett Minnema,NED,['Cambuur'],['GK'],1,90.0,0,0,0,0,0,0.0,63.41,20.0,0.0,0.0
Brian Agbor,CMR,['Gent'],"['DF,MF', 'DF']",6,269.0,0,0,0,3,2,0.0,85.41,0.0,0.0,0.0
Brian Araújo,FRA,['Gil Vicente FC'],['GK'],1,90.0,0,0,0,0,0,0.0,83.87,66.67,0.0,0.0
Brian Bayeye,COD,['Torino'],['DF'],2,64.0,0,0,0,3,0,0.0,60.0,0.0,0.0,0.0
Brian Brobbey,NED,"['Sunderland', 'Ajax']",['FW'],94,5638.0,35,14,0,22,15,0.18,75.88,0.0,0.0,0.0
Brian De Keersmaecker,BEL,['Heracles Almelo'],['MF'],64,5673.0,7,5,3,153,98,0.14,83.64,0.0,0.0,0.0
Brian García,MEX,"['Necaxa', 'Toluca']",['DF'],89,7058.0,7,8,0,128,77,0.11,80.34,0.0,0.0,0.0
Brian Lozano,URU,"['Atlas', 'Santos']","['MF', 'MF,DF', 'FW']",24,1587.0,7,3,1,41,28,0.11,73.61,0.0,0.0,0.0
Brian Madjo,LUX,['Metz'],['FW'],3,138.0,0,0,0,0,0,0.0,53.33,0.0,0.0,0.0
Brian Mansilla,URU,['Arouca'],"['FW,MF']",12,340.0,0,0,0,8,3,0.0,62.0,0.0,0.0,0.0
Brian Ocampo,URU,['Cádiz'],"['MF,FW']",31,1367.0,2,1,0,22,18,0.11,71.26,0.0,0.0,0.0
Brian Oliván,ESP,['Espanyol'],['DF'],30,2403.0,1,7,0,47,27,0.07,62.21,0.0,0.0,0.0
Brian Plat,NED,"['Beerschot', 'Volendam']",['DF'],82,6266.0,0,0,0,250,155,0.0,75.41,0.0,0.0,0.0
Brian Rodríguez,URU,['América'],"['FW,MF']",68,3621.0,14,10,1,35,26,0.14,75.06,0.0,0.0,0.0
Brian Rubio,MEX,"['Mazatlán', 'León', 'Querétaro']",['FW'],75,3131.0,8,3,0,33,14,0.09,73.13,0.0,0.0,0.0
Brice Samba,FRA,"['Rennes', 'Lens']",['GK'],76,6840.0,0,0,0,2,1,0.0,77.26,75.35,40.79,18.18
Bright Arrey-Mbi,GER,['Braga'],['DF'],15,1135.0,0,0,0,20,11,0.0,93.2,0.0,0.0,0.0
Brooke Norton-Cuffy,ENG,['Genoa'],"['DF,FW']",5,450.0,0,0,0,12,8,0.0,79.37,0.0,0.0,0.0
Bruce El-Mesmari,MEX,['América'],"['FW,DF']",2,21.0,0,0,0,1,0,0.0,93.33,0.0,0.0,0.0
Brugui,ESP,['Levante'],['MF'],7,468.0,0,1,0,7,3,0.0,79.44,0.0,0.0,0.0
Bruma,POR,"['Braga', 'Benfica']","['MF,FW', 'FW,MF']",69,4435.0,18,15,3,60,37,0.12,78.79,0.0,0.0,0.0
Bruninho,BRA,['Cercle Brugge'],"['MF,FW']",11,419.0,1,1,0,8,5,0.11,74.1,0.0,0.0,0.0
Bruno Amione,ARG,"['Hellas Verona', 'Sampdoria', 'Santos']",['DF'],66,5117.0,2,1,0,126,72,0.07,80.9,0.0,0.0,0.0
Bruno Barticciotto,CHI,['Santos'],['FW'],10,669.0,6,0,0,8,3,0.24,70.99,0.0,0.0,0.0
Bruno Brigido,BRA,['Estrela'],['GK'],44,3915.0,0,0,0,2,2,0.0,72.02,64.85,11.36,0.0
Bruno Duarte,BRA,['Farense'],['FW'],32,2255.0,13,3,4,15,9,0.27,59.13,0.0,0.0,0.0
Bruno Fernandes,POR,['Manchester Utd'],"['MF,FW', 'MF']",78,6970.0,20,16,7,150,87,0.11,73.7,0.0,0.0,0.0
Bruno Gaspar,ANG,['Vitória'],"['MF,DF', 'DF,MF', 'DF']",48,3418.0,2,4,0,63,41,0.09,72.7,0.0,0.0,0.0
Bruno Godeau,BEL,"['Sint-Truiden', 'Gent']",['DF'],70,5523.0,0,0,0,85,58,0.0,87.18,0.0,0.0,0.0
Bruno Guimarães,BRA,['Newcastle Utd'],['MF'],74,6439.0,12,13,0,176,98,0.15,83.53,0.0,0.0,0.0
Bruno Jordão,POR,['Santa Clara'],['MF'],11,843.0,1,0,0,13,11,0.08,77.35,0.0,0.0,0.0
Bruno Langa,MOZ,"['Almería', 'Chaves']","['DF,MF', 'DF']",55,4367.0,2,0,0,74,51,0.05,71.64,0.0,0.0,0.0
Bruno Lourenço,POR,['Boavista'],"['MF,FW', 'FW,MF']",61,3896.0,9,2,3,63,34,0.18,71.93,0.0,0.0,0.0
Bruno Marques,BRA,['Arouca'],['FW'],17,225.0,1,0,0,6,2,0.07,62.82,0.0,0.0,0.0
Bruno Martins Indi,NED,['AZ Alkmaar'],['DF'],28,1624.0,1,2,0,14,7,0.09,88.46,0.0,0.0,0.0
Bruno Messi,POR,['Santa Clara'],"['MF,FW', 'FW,MF']",29,1372.0,1,3,0,20,8,0.03,59.83,0.0,0.0,0.0
Bruno Méndez,URU,"['Toluca', 'Granada']",['DF'],38,2938.0,2,0,0,59,32,0.14,80.79,0.0,0.0,0.0
Bruno Onyemaechi,NGA,['Boavista'],"['DF,MF', 'DF']",71,6062.0,4,3,0,134,94,0.08,69.07,0.0,0.0,0.0
Bruno Reis,POR,['Portimonense'],"['MF,DF']",4,71.0,0,0,0,1,1,0.0,66.67,0.0,0.0,0.0
Bruno Rodrigues,POR,"['Braga', 'Chaves']",['DF'],18,1442.0,0,0,0,15,9,0.0,81.49,0.0,0.0,0.0
Bruno Santos,POR,['Farense'],['FW'],3,57.0,0,0,0,1,0,0.0,60.0,0.0,0.0,0.0
Bruno Valdez,PAR,['América'],['DF'],8,545.0,0,1,0,7,3,0.0,83.01,0.0,0.0,0.0
Bruno Varela,CPV,['Vitória'],['GK'],88,7875.0,0,1,0,1,0,0.0,71.96,68.58,37.5,9.09
Bruno Ventura,POR,['Rio Ave'],"['FW,MF', 'FW']",16,616.0,0,0,0,4,2,0.0,74.23,0.0,0.0,0.0
Bruno Wilson,POR,['Vizela'],['DF'],40,3453.0,0,1,0,36,19,0.0,79.17,0.0,0.0,0.0
Bruno Xavier Almeida Costa,POR,"['Porto', 'Vizela', 'Nacional']","['MF,FW', 'MF']",32,1798.0,2,2,1,19,10,0.12,79.8,0.0,0.0,0.0
Bruny Nsimba,BEL,"['Dender', 'Antwerp']","['FW,DF', 'FW']",39,2056.0,7,2,2,25,15,0.14,60.04,0.0,0.0,0.0
Bryan Colula,MEX,['Mazatlán'],['DF'],78,5510.0,3,2,0,152,101,0.08,74.29,0.0,0.0,0.0
Bryan Cristante,ITA,['Roma'],"['MF', 'MF,DF']",78,6641.0,4,5,0,194,108,0.04,81.98,0.0,0.0,0.0
Bryan Gamboa,MEX,['Cruz Azul'],"['FW,DF', 'MF,FW']",7,91.0,1,0,0,2,2,0.5,65.52,0.0,0.0,0.0
Bryan Garnica,MEX,"['Puebla', 'Necaxa']","['MF,FW', 'MF,DF', 'FW,DF']",90,6093.0,4,8,0,129,74,0.09,68.7,0.0,0.0,0.0
Bryan Gil,ESP,"['Girona', 'Sevilla', 'Tottenham']","['FW,DF', 'FW,MF', 'MF,FW']",36,1412.0,2,4,0,30,15,0.08,76.95,0.0,0.0,0.0
Bryan Goncalves,FRA,['Dender'],['DF'],19,1028.0,0,1,0,30,18,0.0,70.91,0.0,0.0,0.0
Bryan González,MEX,['Pachuca'],"['DF,MF', 'DF']",58,3888.0,4,1,0,99,68,0.08,83.51,0.0,0.0,0.0
Bryan Heynen,BEL,['Genk'],['MF'],86,7246.0,16,9,5,168,98,0.15,78.37,0.0,0.0,0.0
Bryan Limbombe,BEL,['Heracles Almelo'],"['MF,FW', 'FW,MF']",45,2109.0,2,0,0,19,11,0.05,69.94,0.0,0.0,0.0
Bryan Linssen,NED,['NEC Nijmegen'],['FW'],15,806.0,4,0,0,10,6,0.14,52.38,0.0,0.0,0.0
Bryan Mbeumo,CMR,"['Manchester Utd', 'Brentford']","['MF', 'FW']",69,5385.0,19,14,4,43,29,0.14,66.8,0.0,0.0,0.0
Bryan Reynolds,USA,['Westerlo'],['DF'],81,6796.0,2,7,0,137,96,0.06,76.1,0.0,0.0,0.0
Bryan Roque,MEX,['Necaxa'],"['MF,FW']",2,11.0,0,0,0,0,0,0.0,75.0,0.0,0.0,0.0
Bryan Róchez,HON,['Portimonense'],"['FW,MF']",21,890.0,1,2,0,10,8,0.04,62.16,0.0,0.0,0.0
Bryan Zaragoza,ESP,"['Bayern Munich', 'Celta Vigo', 'Granada']","['MF,FW', 'FW,MF']",35,2111.0,6,2,1,29,17,0.12,59.49,0.0,0.0,0.0
Brynjolfur Darri Willumsson,ISL,['Groningen'],['FW'],29,960.0,4,1,0,8,5,0.16,65.18,0.0,0.0,0.0
Budu Zivzivadze,GEO,['Heidenheim'],['FW'],3,124.0,0,0,0,1,0,0.0,66.67,0.0,0.0,0.0
Bukayo Saka,ENG,['Arsenal'],['FW'],77,6356.0,31,20,8,132,71,0.16,74.7,0.0,0.0,0.0
Burak Yılmaz,TUR,['Fortuna Sittard'],['FW'],26,2218.0,9,4,6,8,5,0.13,73.54,0.0,0.0,0.0
Byron Castillo,ECU,"['León', 'Pachuca']",['DF'],31,2064.0,1,1,0,52,33,0.07,75.98,0.0,0.0,0.0
Béni Makouana,CGO,['Montpellier'],"['FW,MF']",8,198.0,0,0,0,1,0,0.0,39.47,0.0,0.0,0.0
Bénie Traoré,CIV,"['Sheffield Utd', 'Nantes']","['FW,MF']",22,891.0,0,1,0,12,6,0.0,70.32,0.0,0.0,0.0
CJ Egan-Riley,ENG,['Marseille'],['DF'],3,208.0,0,0,0,4,2,0.0,92.86,0.0,0.0,0.0
Cade Cowell,USA,['Guadalajara'],"['FW,MF', 'FW']",37,1869.0,6,2,0,24,16,0.1,65.8,0.0,0.0,0.0
Cafú,POR,"[""Nott'ham Forest""]",['MF'],1,7.0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0
Caio Henrique Oliveira Silva,BRA,['Monaco'],['DF'],50,3913.0,1,14,0,93,61,0.06,76.1,0.0,0.0,0.0
Caio Santana,BRA,['Estrela'],"['FW,MF']",8,178.0,0,0,0,11,7,0.0,65.96,0.0,0.0,0.0
Caio Secco,BRA,['Moreirense'],['GK'],9,807.0,0,1,0,0,0,0.0,65.81,71.88,33.33,0.0
Cala,ESP,['Cádiz'],['DF'],3,137.0,0,0,0,2,1,0.0,78.95,0.0,0.0,0.0
Caleb Ekuban,GHA,['Genoa'],"['FW,MF', 'FW']",33,1224.0,5,1,0,8,4,0.17,65.95,0.0,0.0,0.0
Caleb Okoli,ITA,"['Frosinone', 'Atalanta']",['DF'],51,3874.0,0,1,0,77,51,0.0,80.44,0.0,0.0,0.0
Calebe,BRA,['Alavés'],['MF'],4,74.0,0,0,0,6,6,0.0,77.78,0.0,0.0,0.0
Callum Hudson-Odoi,ENG,"[""Nott'ham Forest"", 'Leverkusen']","['FW,MF', 'FW']",49,2830.0,9,2,0,24,12,0.19,79.12,0.0,0.0,0.0
Callum Wilson,ENG,"['West Ham', 'Newcastle Utd']",['FW'],56,3041.0,28,6,5,14,6,0.26,65.11,0.0,0.0,0.0
Calum Chambers,ENG,['Aston Villa'],"['MF,DF', 'DF,MF']",19,505.0,0,1,0,12,6,0.0,80.31,0.0,0.0,0.0
Calvin Bassey,NGA,"['Ajax', 'Fulham']",['DF'],61,4740.0,2,3,0,99,59,0.14,86.89,0.0,0.0,0.0
Calvin Mac-Intosch,SUR,['Cambuur'],['DF'],11,681.0,0,0,0,17,12,0.0,83.16,0.0,0.0,0.0
Calvin Stengs,NED,"['Feyenoord', 'Nice', 'Pisa', 'Antwerp']","['MF,FW', 'MF', 'FW']",68,4623.0,8,19,0,71,40,0.09,76.29,0.0,0.0,0.0
Calvin Twigt,NED,"['Volendam', 'Go Ahead Eag']",['MF'],55,3790.0,3,2,1,86,51,0.12,76.62,0.0,0.0,0.0
Calvin Verdonk,IDN,"['NEC Nijmegen', 'Lille']",['DF'],85,6830.0,3,5,0,233,146,0.05,79.46,0.0,0.0,0.0
Cambila,ANG,['Estrela'],['GK'],1,17.0,0,0,0,0,0,0.0,83.33,33.33,0.0,100.0
Cameron Archer,ENG,"['Sheffield Utd', 'Aston Villa']","['FW,MF', 'MF']",36,1887.0,4,1,0,18,13,0.1,79.71,0.0,0.0,0.0
Cameron McGeehan,NIR,['Oostende'],['MF'],21,1620.0,4,1,0,39,23,0.07,67.76,0.0,0.0,0.0
Cameron Peupion,AUS,['Brighton'],['MF'],1,6.0,0,0,0,0,0,0.0,75.0,0.0,0.0,0.0
Cameron Puertas,SUI,"['Werder Bremen', 'Union SG']","['MF,FW', 'MF']",65,3664.0,10,15,2,124,74,0.08,73.17,0.0,0.0,0.0
Camiel Neghli,NED,"[""Sparta R'dam""]",['FW'],46,2736.0,10,2,0,43,26,0.16,67.83,0.0,0.0,0.0
Camilo Cándido,URU,['Cruz Azul'],"['DF,MF', 'DF,FW']",27,870.0,1,0,0,17,12,0.07,77.89,0.0,0.0,0.0
Camilo Sanvezzo,BRA,"['Querétaro', 'Toluca']","['FW,MF']",43,1508.0,10,3,4,13,9,0.17,71.99,0.0,0.0,0.0
Camilo Vargas,COL,['Atlas'],['GK'],95,8465.0,0,0,0,4,3,0.0,70.56,64.95,22.11,25.0
Can Bozdogan,GER,['Utrecht'],['MF'],64,3925.0,5,7,0,108,71,0.07,79.27,0.0,0.0,0.0
Can Uzun,TUR,['Eint Frankfurt'],['MF'],5,363.0,5,3,0,5,3,0.29,81.9,0.0,0.0,0.0
Caner Demircioglu,NED,['Volendam'],['FW'],1,5.0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0
Caoimhín Kelleher,IRL,"['Liverpool', 'Brentford']",['GK'],17,1530.0,0,0,0,1,0,0.0,77.18,65.75,17.65,50.0
Carel Eiting,NED,"['Volendam', 'Twente', ""Sparta R'dam""]",['MF'],85,5297.0,6,16,0,132,78,0.11,68.66,0.0,0.0,0.0
Carl Starfelt,SWE,['Celta Vigo'],['DF'],29,2249.0,1,0,0,36,30,0.07,87.67,0.0,0.0,0.0
Carlens Arcus,HAI,"['Vitesse', 'Angers']",['DF'],66,5223.0,1,7,0,129,85,0.03,81.05,0.0,0.0,0.0
Carles Aleñá,ESP,"['Getafe', 'Alavés']","['MF,FW', 'MF']",71,3633.0,3,4,0,51,24,0.06,76.56,0.0,0.0,0.0
Carles Pérez,ESP,['Celta Vigo'],"['MF,FW', 'MF,DF']",51,2916.0,4,6,0,52,28,0.05,80.7,0.0,0.0,0.0
Carlinhos,BRA,['Portimonense'],['MF'],41,3526.0,10,6,4,55,36,0.11,77.47,0.0,0.0,0.0
Carlo Pinsoglio,ITA,['Juventus'],['GK'],1,45.0,0,0,0,0,0,0.0,66.67,100.0,100.0,0.0
Carlo Soldati,MEX,['Querétaro'],['DF'],1,13.0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0
Carlos Acevedo,MEX,['Santos'],['GK'],89,7945.0,1,0,0,1,0,0.5,70.8,68.12,16.85,14.29
Carlos Alberto,BRA,['RWDM'],"['FW,MF']",10,659.0,2,0,0,11,8,0.2,73.08,0.0,0.0,0.0
Carlos Alcaraz,ARG,"['Southampton', 'Everton', 'Juventus']","['MF,FW', 'FW,MF', 'MF']",32,1529.0,4,3,0,20,12,0.11,80.04,0.0,0.0,0.0
Carlos Alonso Vargas,MEX,"['Cruz Azul', 'Mazatlán']","['DF', 'DF,FW']",23,1074.0,0,0,0,35,22,0.0,70.19,0.0,0.0,0.0
Carlos Augusto,BRA,"['Inter', 'Monza']",['DF'],77,5039.0,6,9,0,103,60,0.09,83.47,0.0,0.0,0.0
Carlos Baleba,CMR,"['Brighton', 'Lille']",['MF'],54,2172.0,0,0,0,63,35,0.0,88.35,0.0,0.0,0.0
Carlos Baltazar,MEX,['Puebla'],"['MF,FW', 'MF']",17,607.0,1,1,0,11,8,0.07,79.74,0.0,0.0,0.0
Carlos Benavídez,URU,['Alavés'],['MF'],30,1146.0,3,1,0,56,35,0.21,70.04,0.0,0.0,0.0
Carlos Clerc,ESP,['Elche'],"['DF,MF']",32,2639.0,0,1,0,75,51,0.0,74.45,0.0,0.0,0.0
Carlos Cuesta,COL,['Genk'],['DF'],62,5197.0,3,0,0,98,57,0.12,89.29,0.0,0.0,0.0
Carlos Dominguez,ESP,['Celta Vigo'],['DF'],29,2052.0,0,0,0,43,28,0.0,82.5,0.0,0.0,0.0
Carlos Dotor,ESP,['Celta Vigo'],['MF'],17,708.0,0,0,0,14,7,0.0,82.57,0.0,0.0,0.0
Carlos Eduardo,BRA,"['Gil Vicente FC', 'Estoril']","['FW,MF']",20,966.0,2,0,1,19,8,0.18,68.32,0.0,0.0,0.0
Carlos Ernesto Cisneros,MEX,"['León', 'Guadalajara']","['FW,DF', 'FW,MF', 'MF,DF']",52,2297.0,4,5,0,46,29,0.06,73.91,0.0,0.0,0.0
Carlos Espí,ESP,['Levante'],['FW'],2,23.0,0,0,0,0,0,0.0,66.67,0.0,0.0,0.0
Carlos Felipe Rodríguez,MEX,['UANL'],['GK'],13,1170.0,0,0,0,0,0,0.0,71.0,73.21,30.77,0.0
Carlos Fernández,ESP,['Real Sociedad'],['FW'],34,1039.0,3,1,1,17,11,0.1,60.61,0.0,0.0,0.0
Carlos Fierro,MEX,['FC Juárez'],"['FW,MF']",7,327.0,1,0,0,3,1,0.25,52.73,0.0,0.0,0.0
Carlos Forbs,POR,['Ajax'],['FW'],22,862.0,2,3,0,20,13,0.11,72.76,0.0,0.0,0.0
Carlos Galicia,MEX,['Tijuana'],['MF'],1,15.0,0,0,0,0,0,0.0,90.91,0.0,0.0,0.0
Carlos García,ESP,['Cádiz'],['DF'],1,25.0,0,1,0,0,0,0.0,83.33,0.0,0.0,0.0
Carlos González Espínola,PAR,"['Tijuana', 'Toluca']",['FW'],75,5429.0,24,3,2,38,15,0.15,65.22,0.0,0.0,0.0
Carlos Gruezo,ECU,['Augsburg'],['MF'],13,961.0,0,0,0,21,12,0.0,72.1,0.0,0.0,0.0
Carlos Guillen,MEX,['Atlas'],"['MF,FW']",8,300.0,0,0,0,8,7,0.0,80.95,0.0,0.0,0.0
Carlos Gutiérrez,MEX,['UNAM'],"['DF,MF', 'DF,FW']",30,584.0,0,1,0,13,9,0.0,71.72,0.0,0.0,0.0
Carlos Guzmán,MEX,"['Querétaro', 'Toluca']",['DF'],16,813.0,0,0,0,22,15,0.0,78.46,0.0,0.0,0.0
Carlos Isaac,ESP,['Vizela'],['DF'],9,348.0,0,0,0,12,7,0.0,67.05,0.0,0.0,0.0
Carlos Martín,ESP,['Atlético Madrid'],"['FW,MF']",4,28.0,0,0,0,2,2,0.0,54.55,0.0,0.0,0.0
Carlos Moreno,MEX,['Pachuca'],['GK'],65,5805.0,0,1,0,1,1,0.0,70.4,65.23,21.54,9.09
Carlos Neva,ESP,['Granada'],['DF'],36,3146.0,0,2,0,32,21,0.0,75.9,0.0,0.0,0.0
Carlos Orrantía,MEX,"['Atlas', 'Santos', 'Toluca']","['DF,MF', 'DF', 'DF,FW']",63,3540.0,3,9,0,65,35,0.09,78.44,0.0,0.0,0.0
Carlos Ponck,CPV,"['Moreirense', 'Chaves']",['DF'],45,3317.0,0,0,0,50,44,0.0,88.08,0.0,0.0,0.0
Carlos Robles,MEX,['Atlas'],"['MF', 'DF']",17,1007.0,2,0,0,22,16,0.22,84.24,0.0,0.0,0.0
Carlos Romero,ESP,"['Espanyol', 'Villarreal']",['DF'],14,883.0,1,1,0,31,17,0.11,75.82,0.0,0.0,0.0
Carlos Rotondi,ARG,['Cruz Azul'],"['MF,FW', 'DF,MF', 'DF,FW']",91,6959.0,20,12,6,216,149,0.11,68.57,0.0,0.0,0.0
Carlos Salcedo,MEX,"['FC Juárez', 'Cruz Azul']",['DF'],70,5581.0,1,1,0,50,33,0.04,85.64,0.0,0.0,0.0
Carlos Soler,ESP,"['Paris S-G', 'Valencia', 'Real Sociedad']","['MF', 'MF,DF']",57,2674.0,6,4,1,37,22,0.2,84.58,0.0,0.0,0.0
Carlos Sánchez,MEX,['Pachuca'],['DF'],31,1649.0,1,4,0,54,40,0.08,77.38,0.0,0.0,0.0
Carlos Valenzuela,ARG,['Tijuana'],"['MF,FW', 'FW,MF']",18,1006.0,1,1,0,22,13,0.04,64.05,0.0,0.0,0.0
Carlos Vicente,ESP,['Alavés'],"['MF,FW', 'FW']",25,1649.0,4,4,2,35,19,0.22,62.62,0.0,0.0,0.0
Carlos Vinícius,BRA,"['PSV Eindhoven', 'Fulham']",['FW'],42,1469.0,7,2,0,8,4,0.23,66.16,0.0,0.0,0.0
Carlos Álvarez,ESP,"['Levante', 'Sevilla']",['MF'],8,421.0,1,1,0,9,4,0.14,77.64,0.0,0.0,0.0
Carlton Morris,ENG,['Luton Town'],"['FW,MF']",38,2862.0,11,4,5,15,8,0.17,64.45,0.0,0.0,0.0
Carmona,ESP,"['Sevilla', 'Getafe', 'Elche']","['MF,DF', 'DF,MF', 'DF']",55,2894.0,4,4,0,71,47,0.16,76.46,0.0,0.0,0.0
Carnejy Antoine,HAI,['Casa Pia'],"['FW,MF']",6,122.0,1,0,0,2,1,0.25,66.67,0.0,0.0,0.0
Carney Chukwuemeka,ENG,"['Chelsea', 'Dortmund']","['MF,FW', 'FW,MF']",27,670.0,1,1,0,22,14,0.11,87.24,0.0,0.0,0.0
Carraça,POR,"['Gil Vicente FC', 'Chaves']","['DF,MF', 'DF']",46,2851.0,0,2,0,41,27,0.0,77.37,0.0,0.0,0.0
Casemiro,BRA,"['Manchester Utd', 'Real Madrid']","['MF', 'MF,DF']",59,4356.0,6,5,0,177,106,0.08,79.71,0.0,0.0,0.0
Casper Nielsen,DEN,['Club Brugge'],['MF'],70,4192.0,9,2,0,97,65,0.11,67.87,0.0,0.0,0.0
Casper Staring,NED,"['NAC Breda', 'Twente']","['MF,FW', 'MF']",16,629.0,0,0,0,20,8,0.0,73.46,0.0,0.0,0.0
Casper Tengstedt,DEN,['Benfica'],"['FW,MF', 'FW']",21,687.0,4,2,0,11,5,0.14,66.67,0.0,0.0,0.0
Casper Terho,FIN,['Union SG'],"['DF', 'DF,FW']",34,1532.0,5,1,0,45,25,0.17,71.24,0.0,0.0,0.0
Casper Widell,SWE,['Excelsior'],['DF'],30,2326.0,1,0,0,21,11,0.1,82.7,0.0,0.0,0.0
Casper de Norre,BEL,['OH Leuven'],['MF'],34,3047.0,4,4,0,70,36,0.17,84.28,0.0,0.0,0.0
Cassiano,BRA,"['Casa Pia', 'Estoril']",['FW'],70,4486.0,19,5,5,69,42,0.28,58.06,0.0,0.0,0.0
Castello Lukeba,FRA,"['Lyon', 'RB Leipzig']",['DF'],71,5627.0,3,0,0,63,36,0.13,90.55,0.0,0.0,0.0
Castrin,ESP,['Sevilla'],['DF'],5,333.0,0,0,0,7,4,0.0,91.24,0.0,0.0,0.0
